home_code,home_name,work_code,work_name,commuters
415062,Łysomice,417011,Wąbrzeźno,3
415062,Łysomice,418045,Brześć Kujawski - obszar wiejski,3
415062,Łysomice,418115,Lubień Kujawski - obszar wiejski,3
415062,Łysomice,461011,Bydgoszcz,65
415062,Łysomice,462011,Grudziądz,5
415062,Łysomice,463011,Toruń,1640
415062,Łysomice,464011,Włocławek,3
415062,Łysomice,1261011,Kraków,4
415062,Łysomice,1462011,Płock,5
415062,Łysomice,1465011,M.st.Warszawa,56
415062,Łysomice,2261011,Gdańsk,11
415062,Łysomice,2262011,Gdynia,3
415062,Łysomice,3064011,Poznań,9
415062,Łysomice,3262011,Szczecin,3
415072,Obrowo,264011,Wrocław,16
415072,Obrowo,401011,Aleksandrów Kujawski,5
415072,Obrowo,401021,Ciechocinek,6
415072,Obrowo,402011,Brodnica,8
415072,Obrowo,403012,Białe Błota,3
415072,Obrowo,403084,Solec Kujawski - miasto,4
415072,Obrowo,404011,Chełmno,4
415072,Obrowo,405011,Golub-Dobrzyń,30
415072,Obrowo,405022,Ciechocin,37
415072,Obrowo,405032,Golub-Dobrzyń,5
415072,Obrowo,405044,Kowalewo Pomorskie - miasto,6
415072,Obrowo,405045,Kowalewo Pomorskie - obszar wiejski,26
415072,Obrowo,405062,Zbójno,9
415072,Obrowo,407011,Inowrocław,3
415072,Obrowo,408011,Lipno,13
415072,Obrowo,408052,Kikół,6
415072,Obrowo,408062,Lipno,6
415072,Obrowo,410055,Szubin - obszar wiejski,5
415072,Obrowo,415011,Chełmża,7
415072,Obrowo,415022,Chełmża,5
415072,Obrowo,415032,Czernikowo,103
415072,Obrowo,415042,Lubicz,536
415072,Obrowo,415052,Łubianka,6
415072,Obrowo,415062,Łysomice,96
415072,Obrowo,415082,Wielka Nieszawka,21
415072,Obrowo,415092,Zławieś Wielka,11
415072,Obrowo,416032,Kęsowo,12
415072,Obrowo,417011,Wąbrzeźno,6
415072,Obrowo,417042,Płużnica,3
415072,Obrowo,417052,Ryńsk,3
415072,Obrowo,419052,Rogowo,3
415072,Obrowo,461011,Bydgoszcz,102
415072,Obrowo,462011,Grudziądz,7
415072,Obrowo,463011,Toruń,3178
415072,Obrowo,464011,Włocławek,21
415072,Obrowo,603082,Rejowiec Fabryczny,6
415072,Obrowo,1061011,Łódź,6
415072,Obrowo,1261011,Kraków,5
415072,Obrowo,1412011,Mińsk Mazowiecki,3
415072,Obrowo,1418044,Piaseczno - miasto,3
415072,Obrowo,1421021,Pruszków,4
415072,Obrowo,1465011,M.st.Warszawa,99
415072,Obrowo,2214045,Pelplin - obszar wiejski,6
415072,Obrowo,2261011,Gdańsk,13
415072,Obrowo,2262011,Gdynia,7
415072,Obrowo,2862011,Olsztyn,3
415072,Obrowo,3021084,Kostrzyn - miasto,4
415072,Obrowo,3064011,Poznań,9
415072,Obrowo,3217011,Wałcz,4
415072,Obrowo,3262011,Szczecin,3
415082,Wielka Nieszawka,217032,Przeworno,4
415082,Wielka Nieszawka,264011,Wrocław,4
415082,Wielka Nieszawka,403062,Osielsko,3
415082,Wielka Nieszawka,403084,Solec Kujawski - miasto,19
415082,Wielka Nieszawka,407011,Inowrocław,6
415082,Wielka Nieszawka,407034,Gniewkowo - miasto,13
415082,Wielka Nieszawka,407035,Gniewkowo - obszar wiejski,3
415082,Wielka Nieszawka,415032,Czernikowo,5
415082,Wielka Nieszawka,415042,Lubicz,16
415082,Wielka Nieszawka,415052,Łubianka,5
415082,Wielka Nieszawka,415062,Łysomice,21
415082,Wielka Nieszawka,415092,Zławieś Wielka,9
415082,Wielka Nieszawka,461011,Bydgoszcz,49
415082,Wielka Nieszawka,462011,Grudziądz,3
415082,Wielka Nieszawka,463011,Toruń,736
415082,Wielka Nieszawka,464011,Włocławek,4
415082,Wielka Nieszawka,1261011,Kraków,3
415082,Wielka Nieszawka,1421042,Michałowice,3
415082,Wielka Nieszawka,1465011,M.st.Warszawa,19
415082,Wielka Nieszawka,2261011,Gdańsk,7
415082,Wielka Nieszawka,3027075,Tuliszków - obszar wiejski,12
415082,Wielka Nieszawka,3064011,Poznań,3
415082,Wielka Nieszawka,3217011,Wałcz,3
415092,Zławieś Wielka,264011,Wrocław,7
415092,Zławieś Wielka,401011,Aleksandrów Kujawski,6
415092,Zławieś Wielka,401021,Ciechocinek,3
415092,Zławieś Wielka,403012,Białe Błota,9
415092,Zławieś Wielka,403022,Dąbrowa Chełmińska,69
415092,Zławieś Wielka,403032,Dobrcz,5
415092,Zławieś Wielka,403052,Nowa Wieś Wielka,5
415092,Zławieś Wielka,403062,Osielsko,13
415092,Zławieś Wielka,403084,Solec Kujawski - miasto,13
415092,Zławieś Wielka,404011,Chełmno,8
415092,Zławieś Wielka,404032,Kijewo Królewskie,7
415092,Zławieś Wielka,404072,Unisław,29
415092,Zławieś Wielka,405045,Kowalewo Pomorskie - obszar wiejski,4
415092,Zławieś Wielka,407011,Inowrocław,4
415092,Zławieś Wielka,411032,Dobre,8
415092,Zławieś Wielka,414094,Świecie - miasto,6
415092,Zławieś Wielka,415011,Chełmża,20
415092,Zławieś Wielka,415022,Chełmża,6
415092,Zławieś Wielka,415032,Czernikowo,6
415092,Zławieś Wielka,415042,Lubicz,30
415092,Zławieś Wielka,415052,Łubianka,65
415092,Zławieś Wielka,415062,Łysomice,55
415092,Zławieś Wielka,415072,Obrowo,12
415092,Zławieś Wielka,415082,Wielka Nieszawka,13
415092,Zławieś Wielka,461011,Bydgoszcz,742
415092,Zławieś Wielka,462011,Grudziądz,6
415092,Zławieś Wielka,463011,Toruń,1874
415092,Zławieś Wielka,464011,Włocławek,8
415092,Zławieś Wielka,1261011,Kraków,5
415092,Zławieś Wielka,1462011,Płock,3
415092,Zławieś Wielka,1465011,M.st.Warszawa,69
415092,Zławieś Wielka,2261011,Gdańsk,9
415092,Zławieś Wielka,2262011,Gdynia,3
415092,Zławieś Wielka,3064011,Poznań,15
416012,Cekcyn,403012,Białe Błota,10
416012,Cekcyn,403044,Koronowo - miasto,17
416012,Cekcyn,403062,Osielsko,12
416012,Cekcyn,410034,Nakło nad Notecią - miasto,3
416012,Cekcyn,413024,Sępólno Krajeńskie - miasto,4
416012,Cekcyn,414012,Bukowiec,11
416012,Cekcyn,414032,Drzycim,7
416012,Cekcyn,414042,Jeżewo,6
416012,Cekcyn,414052,Lniano,47
416012,Cekcyn,414072,Osie,78
416012,Cekcyn,414082,Pruszcz,8
416012,Cekcyn,414094,Świecie - miasto,22
416012,Cekcyn,416022,Gostycyn,8
416012,Cekcyn,416032,Kęsowo,6
416012,Cekcyn,416042,Lubiewo,144
416012,Cekcyn,416052,Śliwice,37
416012,Cekcyn,416064,Tuchola - miasto,474
416012,Cekcyn,416065,Tuchola - obszar wiejski,12
416012,Cekcyn,461011,Bydgoszcz,175
416012,Cekcyn,463011,Toruń,8
416012,Cekcyn,1465011,M.st.Warszawa,14
416012,Cekcyn,2202011,Chojnice,31
416012,Cekcyn,2202032,Chojnice,10
416012,Cekcyn,2202045,Czersk - obszar wiejski,4
416012,Cekcyn,2261011,Gdańsk,13
416012,Cekcyn,2262011,Gdynia,3
416012,Cekcyn,3215011,Szczecinek,3
416022,Gostycyn,403012,Białe Błota,7
416022,Gostycyn,403044,Koronowo - miasto,49
416022,Gostycyn,403045,Koronowo - obszar wiejski,19
416022,Gostycyn,403062,Osielsko,5
416022,Gostycyn,413024,Sępólno Krajeńskie - miasto,54
416022,Gostycyn,413025,Sępólno Krajeńskie - obszar wiejski,5
416022,Gostycyn,414082,Pruszcz,6
416022,Gostycyn,414094,Świecie - miasto,3
416022,Gostycyn,416012,Cekcyn,9
416022,Gostycyn,416032,Kęsowo,15
416022,Gostycyn,416042,Lubiewo,34
416022,Gostycyn,416064,Tuchola - miasto,326
416022,Gostycyn,416065,Tuchola - obszar wiejski,11
416022,Gostycyn,461011,Bydgoszcz,82
416022,Gostycyn,463011,Toruń,5
416022,Gostycyn,1465011,M.st.Warszawa,7
416022,Gostycyn,2202011,Chojnice,31
416022,Gostycyn,2202032,Chojnice,7
416022,Gostycyn,2261011,Gdańsk,3
416022,Gostycyn,3064011,Poznań,3
416032,Kęsowo,264011,Wrocław,3
416032,Kęsowo,413014,Kamień Krajeński - miasto,8
416032,Kęsowo,413015,Kamień Krajeński - obszar wiejski,3
416032,Kęsowo,413024,Sępólno Krajeńskie - miasto,42
416032,Kęsowo,413025,Sępólno Krajeńskie - obszar wiejski,22
416032,Kęsowo,416012,Cekcyn,8
416032,Kęsowo,416022,Gostycyn,36
416032,Kęsowo,416042,Lubiewo,6
416032,Kęsowo,416064,Tuchola - miasto,311
416032,Kęsowo,416065,Tuchola - obszar wiejski,27
416032,Kęsowo,461011,Bydgoszcz,19
416032,Kęsowo,1465011,M.st.Warszawa,5
416032,Kęsowo,2202011,Chojnice,182
416032,Kęsowo,2202032,Chojnice,81
416032,Kęsowo,2203011,Człuchów,5
416032,Kęsowo,2203032,Człuchów,9
416032,Kęsowo,2261011,Gdańsk,6
416032,Kęsowo,2264011,Sopot,3
416042,Lubiewo,403012,Białe Błota,7
416042,Lubiewo,403032,Dobrcz,5
416042,Lubiewo,403044,Koronowo - miasto,32
416042,Lubiewo,403045,Koronowo - obszar wiejski,3
416042,Lubiewo,403062,Osielsko,6
416042,Lubiewo,404011,Chełmno,3
416042,Lubiewo,414012,Bukowiec,11
416042,Lubiewo,414052,Lniano,22
416042,Lubiewo,414072,Osie,3
416042,Lubiewo,414082,Pruszcz,12
416042,Lubiewo,414094,Świecie - miasto,35
416042,Lubiewo,414102,Świekatowo,13
416042,Lubiewo,416012,Cekcyn,87
416042,Lubiewo,416022,Gostycyn,38
416042,Lubiewo,416032,Kęsowo,5
416042,Lubiewo,416052,Śliwice,5
416042,Lubiewo,416064,Tuchola - miasto,328
416042,Lubiewo,416065,Tuchola - obszar wiejski,6
416042,Lubiewo,461011,Bydgoszcz,101
416042,Lubiewo,462011,Grudziądz,4
416042,Lubiewo,463011,Toruń,5
416042,Lubiewo,464011,Włocławek,3
416042,Lubiewo,1465011,M.st.Warszawa,14
416042,Lubiewo,2202011,Chojnice,6
416042,Lubiewo,2202032,Chojnice,6
416042,Lubiewo,2261011,Gdańsk,4
416042,Lubiewo,2262011,Gdynia,3
416052,Śliwice,402042,Brzozie,3
416052,Śliwice,414042,Jeżewo,13
416052,Śliwice,414052,Lniano,7
416052,Śliwice,414072,Osie,81
416052,Śliwice,414094,Świecie - miasto,5
416052,Śliwice,416012,Cekcyn,19
416052,Śliwice,416042,Lubiewo,3
416052,Śliwice,416064,Tuchola - miasto,65
416052,Śliwice,416065,Tuchola - obszar wiejski,7
416052,Śliwice,461011,Bydgoszcz,38
416052,Śliwice,463011,Toruń,4
416052,Śliwice,1465011,M.st.Warszawa,16
416052,Śliwice,2202011,Chojnice,12
416052,Śliwice,2202032,Chojnice,4
416052,Śliwice,2202044,Czersk - miasto,35
416052,Śliwice,2202045,Czersk - obszar wiejski,17
416052,Śliwice,2213014,Czarna Woda - miasto,8
416052,Śliwice,2213031,Starogard Gdański,3
416052,Śliwice,2213062,Lubichowo,5
416052,Śliwice,2213072,Osieczna,47
416052,Śliwice,2213095,Skarszewy - obszar wiejski,3
416052,Śliwice,2213122,Starogard Gdański,5
416052,Śliwice,2213132,Zblewo,5
416052,Śliwice,2261011,Gdańsk,30
416052,Śliwice,2262011,Gdynia,9
416052,Śliwice,3064011,Poznań,3
416064,Tuchola - miasto,264011,Wrocław,6
416064,Tuchola - miasto,403012,Białe Błota,5
416064,Tuchola - miasto,403044,Koronowo - miasto,19
416064,Tuchola - miasto,403045,Koronowo - obszar wiejski,6
416064,Tuchola - miasto,403062,Osielsko,3
416064,Tuchola - miasto,403072,Sicienko,5
416064,Tuchola - miasto,404011,Chełmno,3
416064,Tuchola - miasto,410034,Nakło nad Notecią - miasto,3
416064,Tuchola - miasto,410035,Nakło nad Notecią - obszar wiejski,3
416064,Tuchola - miasto,413014,Kamień Krajeński - miasto,4
416064,Tuchola - miasto,413024,Sępólno Krajeńskie - miasto,27
416064,Tuchola - miasto,413025,Sępólno Krajeńskie - obszar wiejski,3
416064,Tuchola - miasto,414042,Jeżewo,5
416064,Tuchola - miasto,414052,Lniano,3
416064,Tuchola - miasto,414072,Osie,10
416064,Tuchola - miasto,414094,Świecie - miasto,9
416064,Tuchola - miasto,416012,Cekcyn,110
416064,Tuchola - miasto,416022,Gostycyn,66
416064,Tuchola - miasto,416032,Kęsowo,58
416064,Tuchola - miasto,416042,Lubiewo,100
416064,Tuchola - miasto,416052,Śliwice,16
416064,Tuchola - miasto,416065,Tuchola - obszar wiejski,88
416064,Tuchola - miasto,461011,Bydgoszcz,112
416064,Tuchola - miasto,463011,Toruń,11
416064,Tuchola - miasto,1261011,Kraków,3
416064,Tuchola - miasto,1465011,M.st.Warszawa,19
416064,Tuchola - miasto,2202011,Chojnice,122
416064,Tuchola - miasto,2202032,Chojnice,61
416064,Tuchola - miasto,2202044,Czersk - miasto,14
416064,Tuchola - miasto,2202045,Czersk - obszar wiejski,8
416064,Tuchola - miasto,2203011,Człuchów,7
416064,Tuchola - miasto,2203032,Człuchów,3
416064,Tuchola - miasto,2206011,Kościerzyna,3
416064,Tuchola - miasto,2212102,Ustka,5
416064,Tuchola - miasto,2261011,Gdańsk,22
416064,Tuchola - miasto,2262011,Gdynia,14
416064,Tuchola - miasto,2469011,Katowice,3
416064,Tuchola - miasto,2862011,Olsztyn,3
416064,Tuchola - miasto,3014045,Sieraków - obszar wiejski,3
416064,Tuchola - miasto,3064011,Poznań,8
416064,Tuchola - miasto,3262011,Szczecin,3
416065,Tuchola - obszar wiejski,403044,Koronowo - miasto,6
416065,Tuchola - obszar wiejski,413024,Sępólno Krajeńskie - miasto,13
416065,Tuchola - obszar wiejski,414072,Osie,9
416065,Tuchola - obszar wiejski,416012,Cekcyn,31
416065,Tuchola - obszar wiejski,416022,Gostycyn,20
416065,Tuchola - obszar wiejski,416032,Kęsowo,42
416065,Tuchola - obszar wiejski,416042,Lubiewo,31
416065,Tuchola - obszar wiejski,416052,Śliwice,8
416065,Tuchola - obszar wiejski,416064,Tuchola - miasto,817
416065,Tuchola - obszar wiejski,461011,Bydgoszcz,26
416065,Tuchola - obszar wiejski,462011,Grudziądz,4
416065,Tuchola - obszar wiejski,1465011,M.st.Warszawa,12
416065,Tuchola - obszar wiejski,2202011,Chojnice,157
416065,Tuchola - obszar wiejski,2202032,Chojnice,85
416065,Tuchola - obszar wiejski,2202044,Czersk - miasto,39
416065,Tuchola - obszar wiejski,2202045,Czersk - obszar wiejski,34
416065,Tuchola - obszar wiejski,2203011,Człuchów,4
416065,Tuchola - obszar wiejski,2203032,Człuchów,5
416065,Tuchola - obszar wiejski,2212102,Ustka,5
416065,Tuchola - obszar wiejski,2213014,Czarna Woda - miasto,13
416065,Tuchola - obszar wiejski,2213072,Osieczna,3
416065,Tuchola - obszar wiejski,2261011,Gdańsk,15
416065,Tuchola - obszar wiejski,2262011,Gdynia,9
416065,Tuchola - obszar wiejski,3064011,Poznań,4
417011,Wąbrzeźno,264011,Wrocław,9
417011,Wąbrzeźno,402011,Brodnica,28
417011,Wąbrzeźno,402074,Jabłonowo Pomorskie - miasto,8
417011,Wąbrzeźno,404011,Chełmno,6
417011,Wąbrzeźno,404042,Lisewo,12
417011,Wąbrzeźno,405011,Golub-Dobrzyń,31
417011,Wąbrzeźno,405032,Golub-Dobrzyń,3
417011,Wąbrzeźno,405044,Kowalewo Pomorskie - miasto,20
417011,Wąbrzeźno,405045,Kowalewo Pomorskie - obszar wiejski,63
417011,Wąbrzeźno,406012,Grudziądz,8
417011,Wąbrzeźno,406022,Gruta,4
417011,Wąbrzeźno,406044,Radzyń Chełmiński - miasto,14
417011,Wąbrzeźno,414094,Świecie - miasto,3
417011,Wąbrzeźno,415011,Chełmża,6
417011,Wąbrzeźno,415022,Chełmża,5
417011,Wąbrzeźno,415042,Lubicz,4
417011,Wąbrzeźno,415062,Łysomice,88
417011,Wąbrzeźno,417022,Dębowa Łąka,48
417011,Wąbrzeźno,417032,Książki,36
417011,Wąbrzeźno,417042,Płużnica,51
417011,Wąbrzeźno,417052,Ryńsk,269
417011,Wąbrzeźno,461011,Bydgoszcz,37
417011,Wąbrzeźno,462011,Grudziądz,70
417011,Wąbrzeźno,463011,Toruń,195
417011,Wąbrzeźno,1261011,Kraków,3
417011,Wąbrzeźno,1465011,M.st.Warszawa,40
417011,Wąbrzeźno,2207011,Kwidzyn,4
417011,Wąbrzeźno,2261011,Gdańsk,9
417011,Wąbrzeźno,2262011,Gdynia,3
417011,Wąbrzeźno,3064011,Poznań,7
417011,Wąbrzeźno,3262011,Szczecin,3
417022,Dębowa Łąka,402011,Brodnica,24
417022,Dębowa Łąka,404011,Chełmno,3
417022,Dębowa Łąka,405011,Golub-Dobrzyń,43
417022,Dębowa Łąka,405022,Ciechocin,3
417022,Dębowa Łąka,405032,Golub-Dobrzyń,20
417022,Dębowa Łąka,405044,Kowalewo Pomorskie - miasto,18
417022,Dębowa Łąka,405045,Kowalewo Pomorskie - obszar wiejski,50
417022,Dębowa Łąka,406044,Radzyń Chełmiński - miasto,3
417022,Dębowa Łąka,413045,Więcbork - obszar wiejski,4
417022,Dębowa Łąka,415042,Lubicz,12
417022,Dębowa Łąka,415062,Łysomice,4
417022,Dębowa Łąka,415072,Obrowo,4
417022,Dębowa Łąka,417011,Wąbrzeźno,135
417022,Dębowa Łąka,417032,Książki,3
417022,Dębowa Łąka,417052,Ryńsk,37
417022,Dębowa Łąka,461011,Bydgoszcz,8
417022,Dębowa Łąka,462011,Grudziądz,6
417022,Dębowa Łąka,463011,Toruń,35
417032,Książki,264011,Wrocław,4
417032,Książki,402011,Brodnica,28
417032,Książki,402022,Bobrowo,9
417032,Książki,402074,Jabłonowo Pomorskie - miasto,27
417032,Książki,402075,Jabłonowo Pomorskie - obszar wiejski,4
417032,Książki,404011,Chełmno,3
417032,Książki,405011,Golub-Dobrzyń,6
417032,Książki,405044,Kowalewo Pomorskie - miasto,5
417032,Książki,405045,Kowalewo Pomorskie - obszar wiejski,10
417032,Książki,406012,Grudziądz,3
417032,Książki,406044,Radzyń Chełmiński - miasto,4
417032,Książki,406045,Radzyń Chełmiński - obszar wiejski,3
417032,Książki,415042,Lubicz,6
417032,Książki,415062,Łysomice,12
417032,Książki,417011,Wąbrzeźno,240
417032,Książki,417022,Dębowa Łąka,17
417032,Książki,417042,Płużnica,7
417032,Książki,417052,Ryńsk,30
417032,Książki,461011,Bydgoszcz,12
417032,Książki,462011,Grudziądz,30
417032,Książki,463011,Toruń,87
417032,Książki,464011,Włocławek,3
417032,Książki,1465011,M.st.Warszawa,9
417032,Książki,2262011,Gdynia,3
417042,Płużnica,404011,Chełmno,10
417042,Płużnica,404032,Kijewo Królewskie,5
417042,Płużnica,404042,Lisewo,62
417042,Płużnica,404062,Stolno,11
417042,Płużnica,405032,Golub-Dobrzyń,4
417042,Płużnica,405045,Kowalewo Pomorskie - obszar wiejski,10
417042,Płużnica,406012,Grudziądz,102
417042,Płużnica,406022,Gruta,3
417042,Płużnica,406044,Radzyń Chełmiński - miasto,3
417042,Płużnica,406045,Radzyń Chełmiński - obszar wiejski,4
417042,Płużnica,410055,Szubin - obszar wiejski,3
417042,Płużnica,414094,Świecie - miasto,4
417042,Płużnica,415011,Chełmża,5
417042,Płużnica,415022,Chełmża,7
417042,Płużnica,415062,Łysomice,19
417042,Płużnica,415072,Obrowo,5
417042,Płużnica,417011,Wąbrzeźno,139
417042,Płużnica,417052,Ryńsk,38
417042,Płużnica,461011,Bydgoszcz,10
417042,Płużnica,462011,Grudziądz,182
417042,Płużnica,463011,Toruń,47
417042,Płużnica,1465011,M.st.Warszawa,11
417042,Płużnica,2261011,Gdańsk,3
417042,Płużnica,3021084,Kostrzyn - miasto,5
417052,Ryńsk,402011,Brodnica,13
417052,Ryńsk,404042,Lisewo,10
417052,Ryńsk,405011,Golub-Dobrzyń,16
417052,Ryńsk,405022,Ciechocin,4
417052,Ryńsk,405032,Golub-Dobrzyń,11
417052,Ryńsk,405044,Kowalewo Pomorskie - miasto,44
417052,Ryńsk,405045,Kowalewo Pomorskie - obszar wiejski,123
417052,Ryńsk,406012,Grudziądz,11
417052,Ryńsk,406044,Radzyń Chełmiński - miasto,12
417052,Ryńsk,406045,Radzyń Chełmiński - obszar wiejski,3
417052,Ryńsk,412011,Rypin,5
417052,Ryńsk,415011,Chełmża,8
417052,Ryńsk,415022,Chełmża,11
417052,Ryńsk,415042,Lubicz,17
417052,Ryńsk,415062,Łysomice,55
417052,Ryńsk,415072,Obrowo,5
417052,Ryńsk,417011,Wąbrzeźno,919
417052,Ryńsk,417022,Dębowa Łąka,28
417052,Ryńsk,417032,Książki,16
417052,Ryńsk,417042,Płużnica,43
417052,Ryńsk,461011,Bydgoszcz,24
417052,Ryńsk,462011,Grudziądz,45
417052,Ryńsk,463011,Toruń,139
417052,Ryńsk,464011,Włocławek,5
417052,Ryńsk,1261011,Kraków,3
417052,Ryńsk,1465011,M.st.Warszawa,24
417052,Ryńsk,2261011,Gdańsk,6
417052,Ryńsk,3021084,Kostrzyn - miasto,3
418011,Kowal,418022,Baruchowo,13
418011,Kowal,418044,Brześć Kujawski - miasto,3
418011,Kowal,418045,Brześć Kujawski - obszar wiejski,5
418011,Kowal,418052,Choceń,10
418011,Kowal,418092,Kowal,29
418011,Kowal,418114,Lubień Kujawski - miasto,14
418011,Kowal,418115,Lubień Kujawski - obszar wiejski,8
418011,Kowal,418132,Włocławek,7
418011,Kowal,461011,Bydgoszcz,4
418011,Kowal,463011,Toruń,8
418011,Kowal,464011,Włocławek,338
418011,Kowal,1002011,Kutno,3
418011,Kowal,1404011,Gostynin,7
418011,Kowal,1462011,Płock,7
418011,Kowal,1465011,M.st.Warszawa,11
418011,Kowal,2261011,Gdańsk,6
418011,Kowal,3064011,Poznań,3
418022,Baruchowo,264011,Wrocław,3
418022,Baruchowo,418011,Kowal,48
418022,Baruchowo,418044,Brześć Kujawski - miasto,3
418022,Baruchowo,418045,Brześć Kujawski - obszar wiejski,5
418022,Baruchowo,418052,Choceń,10
418022,Baruchowo,418092,Kowal,22
418022,Baruchowo,418114,Lubień Kujawski - miasto,15
418022,Baruchowo,418115,Lubień Kujawski - obszar wiejski,19
418022,Baruchowo,418132,Włocławek,11
418022,Baruchowo,461011,Bydgoszcz,4
418022,Baruchowo,463011,Toruń,8
418022,Baruchowo,464011,Włocławek,184
418022,Baruchowo,1002011,Kutno,12
418022,Baruchowo,1061011,Łódź,10
418022,Baruchowo,1404011,Gostynin,62
418022,Baruchowo,1404022,Gostynin,13
418022,Baruchowo,1462011,Płock,12
418022,Baruchowo,1465011,M.st.Warszawa,11
418032,Boniewo,411042,Osięciny,3
418032,Boniewo,411072,Topólka,9
418032,Boniewo,418011,Kowal,6
418032,Boniewo,418044,Brześć Kujawski - miasto,11
418032,Boniewo,418045,Brześć Kujawski - obszar wiejski,62
418032,Boniewo,418052,Choceń,45
418032,Boniewo,418064,Chodecz - miasto,10
418032,Boniewo,418065,Chodecz - obszar wiejski,5
418032,Boniewo,418084,Izbica Kujawska - miasto,17
418032,Boniewo,418085,Izbica Kujawska - obszar wiejski,5
418032,Boniewo,418115,Lubień Kujawski - obszar wiejski,6
418032,Boniewo,418124,Lubraniec - miasto,32
418032,Boniewo,418125,Lubraniec - obszar wiejski,18
418032,Boniewo,418132,Włocławek,30
418032,Boniewo,461011,Bydgoszcz,5
418032,Boniewo,463011,Toruń,6
418032,Boniewo,464011,Włocławek,226
418032,Boniewo,1002011,Kutno,7
418032,Boniewo,1421021,Pruszków,3
418032,Boniewo,1465011,M.st.Warszawa,4
418032,Boniewo,2262011,Gdynia,3
418032,Boniewo,3010045,Kleczew - obszar wiejski,3
418032,Boniewo,3010105,Sompolno - obszar wiejski,3
418032,Boniewo,3064011,Poznań,8
418044,Brześć Kujawski - miasto,264011,Wrocław,3
418044,Brześć Kujawski - miasto,401031,Nieszawa,3
418044,Brześć Kujawski - miasto,408062,Lipno,4
418044,Brześć Kujawski - miasto,411011,Radziejów,7
418044,Brześć Kujawski - miasto,411042,Osięciny,8
418044,Brześć Kujawski - miasto,411072,Topólka,5
418044,Brześć Kujawski - miasto,418045,Brześć Kujawski - obszar wiejski,164
418044,Brześć Kujawski - miasto,418052,Choceń,6
418044,Brześć Kujawski - miasto,418072,Fabianki,5
418044,Brześć Kujawski - miasto,418102,Lubanie,6
418044,Brześć Kujawski - miasto,418124,Lubraniec - miasto,14
418044,Brześć Kujawski - miasto,418125,Lubraniec - obszar wiejski,3
418044,Brześć Kujawski - miasto,418132,Włocławek,10
418044,Brześć Kujawski - miasto,461011,Bydgoszcz,10
418044,Brześć Kujawski - miasto,463011,Toruń,17
418044,Brześć Kujawski - miasto,464011,Włocławek,538
418044,Brześć Kujawski - miasto,1421021,Pruszków,4
418044,Brześć Kujawski - miasto,1465011,M.st.Warszawa,16
418044,Brześć Kujawski - miasto,2261011,Gdańsk,5
418044,Brześć Kujawski - miasto,2262011,Gdynia,4
418044,Brześć Kujawski - miasto,3018074,Ostrzeszów - miasto,3
418044,Brześć Kujawski - miasto,3021072,Komorniki,3
418044,Brześć Kujawski - miasto,3064011,Poznań,12
418045,Brześć Kujawski - obszar wiejski,264011,Wrocław,3
418045,Brześć Kujawski - obszar wiejski,401011,Aleksandrów Kujawski,3
418045,Brześć Kujawski - obszar wiejski,401052,Bądkowo,5
418045,Brześć Kujawski - obszar wiejski,411011,Radziejów,6
418045,Brześć Kujawski - obszar wiejski,411042,Osięciny,12
418045,Brześć Kujawski - obszar wiejski,418011,Kowal,7
418045,Brześć Kujawski - obszar wiejski,418044,Brześć Kujawski - miasto,193
418045,Brześć Kujawski - obszar wiejski,418052,Choceń,4
418045,Brześć Kujawski - obszar wiejski,418072,Fabianki,6
418045,Brześć Kujawski - obszar wiejski,418092,Kowal,5
418045,Brześć Kujawski - obszar wiejski,418102,Lubanie,12
418045,Brześć Kujawski - obszar wiejski,418124,Lubraniec - miasto,8
418045,Brześć Kujawski - obszar wiejski,418125,Lubraniec - obszar wiejski,4
418045,Brześć Kujawski - obszar wiejski,418132,Włocławek,12
418045,Brześć Kujawski - obszar wiejski,461011,Bydgoszcz,19
418045,Brześć Kujawski - obszar wiejski,463011,Toruń,21
418045,Brześć Kujawski - obszar wiejski,464011,Włocławek,880
418045,Brześć Kujawski - obszar wiejski,1061011,Łódź,3
418045,Brześć Kujawski - obszar wiejski,1421021,Pruszków,6
418045,Brześć Kujawski - obszar wiejski,1462011,Płock,6
418045,Brześć Kujawski - obszar wiejski,1465011,M.st.Warszawa,27
418045,Brześć Kujawski - obszar wiejski,2261011,Gdańsk,6
418045,Brześć Kujawski - obszar wiejski,3064011,Poznań,9
418045,Brześć Kujawski - obszar wiejski,3262011,Szczecin,3
418052,Choceń,264011,Wrocław,13
418052,Choceń,401011,Aleksandrów Kujawski,4
418052,Choceń,408011,Lipno,3
418052,Choceń,408062,Lipno,3
418052,Choceń,410034,Nakło nad Notecią - miasto,3
418052,Choceń,413015,Kamień Krajeński - obszar wiejski,6
418052,Choceń,418011,Kowal,70
418052,Choceń,418022,Baruchowo,13
418052,Choceń,418032,Boniewo,22
418052,Choceń,418044,Brześć Kujawski - miasto,10
418052,Choceń,418045,Brześć Kujawski - obszar wiejski,59
418052,Choceń,418064,Chodecz - miasto,30
418052,Choceń,418065,Chodecz - obszar wiejski,13
418052,Choceń,418072,Fabianki,10
418052,Choceń,418084,Izbica Kujawska - miasto,3
418052,Choceń,418085,Izbica Kujawska - obszar wiejski,3
418052,Choceń,418092,Kowal,46
418052,Choceń,418102,Lubanie,4
